HomeTeam,AwayTeam,FTR,
,Burnley,Liverpool,A
,Newcastle,Aston Villa,H
,Tottenham,Wolves,A
,Leicester,West Ham,D
,Man United,Brighton,H
,West Ham,Newcastle,D
,Arsenal,Brentford,H
,Aston Villa,Watford,A
,Brighton,Burnley,A
,Crystal Palace,Chelsea,A
,Liverpool,Norwich,H
,Southampton,Everton,H
,Man City,Tottenham,A
,Leeds,Man United,A
,Wolves,Leicester,H
,Burnley,Tottenham,H
,Watford,Crystal Palace,A
,Liverpool,Leeds,H
,Arsenal,Wolves,H
,Southampton,Norwich,H
,Leeds,Tottenham,A
,Brentford,Newcastle,A
,Crystal Palace,Burnley,D
,Man United,Watford,D
,Brighton,Aston Villa,A
,Everton,Man City,A
,West Ham,Wolves,H
,Burnley,Leicester,A
,Leicester,Leeds,H
,Aston Villa,Southampton,H
,Burnley,Chelsea,A
,Newcastle,Brighton,H
,Norwich,Brentford,A
,Wolves,Crystal Palace,A
,Liverpool,West Ham,H
,Watford,Arsenal,A
,Man City,Man United,H
,Tottenham,Everton,H
,Norwich,Chelsea,A
,Southampton,Newcastle,A
,Wolves,Watford,H
,Leeds,Aston Villa,A
,Brighton,Liverpool,A
,Brentford,Burnley,H
,Man United,Tottenham,H
,Chelsea,Newcastle,H
,Everton,Wolves,A
,Leeds,Norwich,H
,Southampton,Watford,A
,West Ham,Aston Villa,H
,Arsenal,Leicester,H
,Crystal Palace,Man City,D
,Brighton,Tottenham,A
,Arsenal,Liverpool,A
,Everton,Newcastle,H
,Wolves,Leeds,A
,Aston Villa,Arsenal,A
,Leicester,Brentford,H
,Tottenham,West Ham,H
,Liverpool,Watford,H
,Brighton,Norwich,D
,Burnley,Man City,A
,Chelsea,Brentford,A
,Leeds,Southampton,D
,Wolves,Aston Villa,H
,Man United,Leicester,D
,West Ham,Everton,H
,Tottenham,Newcastle,H
,Crystal Palace,Arsenal,H
,Burnley,Everton,H
,Newcastle,Wolves,H
,Everton,Man United,H
,Arsenal,Brighton,A
,Southampton,Chelsea,A
,Watford,Leeds,A
,Aston Villa,Tottenham,A
,Brentford,West Ham,H
,Leicester,Crystal Palace,H
,Norwich,Burnley,H
,Man City,Liverpool,D
,Tottenham,Brighton,A
,Man United,Norwich,H
,Southampton,Arsenal,H
,Watford,Brentford,A
,Newcastle,Leicester,H
,West Ham,Burnley,D
,Liverpool,Man United,H
,Chelsea,Arsenal,A
,Everton,Leicester,D
,Newcastle,Crystal Palace,H
,Man City,Brighton,H
,Burnley,Southampton,H
,Arsenal,Man United,H
,Leicester,Aston Villa,D
,Man City,Watford,H
,Norwich,Newcastle,A
,Brentford,Tottenham,D
,Brighton,Southampton,D
,Burnley,Wolves,H
,Chelsea,West Ham,H
,Liverpool,Everton,H
,Crystal Palace,Leeds,D
,Man United,Chelsea,D
,Newcastle,Liverpool,A
,Aston Villa,Norwich,H
,Southampton,Crystal Palace,A
,Watford,Burnley,A
,Wolves,Brighton,A
,Leeds,Man City,A
,Everton,Chelsea,H
,Tottenham,Leicester,H
,West Ham,Arsenal,A
,Man United,Brentford,H
,Brentford,Southampton,H
,Burnley,Aston Villa,A
,Chelsea,Wolves,D
,Crystal Palace,Watford,H
,Brighton,Man United,H
,Liverpool,Tottenham,D
,Arsenal,Leeds,H
,Leicester,Everton,A
,Norwich,West Ham,A
,Man City,Newcastle,H
,Aston Villa,Liverpool,A
,Leeds,Chelsea,A
,Leicester,Norwich,H
,Watford,Everton,D
,Wolves,Man City,A
,Tottenham,Arsenal,H
,Tottenham,Burnley,H
,Aston Villa,Crystal Palace,D
,Leeds,Brighton,D
,Watford,Leicester,A
,West Ham,Man City,D
,Wolves,Norwich,D
,Everton,Brentford,A
,Newcastle,Arsenal,H
,Southampton,Liverpool,A
,Everton,Crystal Palace,H
,Aston Villa,Burnley,D
,Chelsea,Leicester,D
,Arsenal,Everton,H
,Brentford,Leeds,A
,Brighton,West Ham,H
,Burnley,Newcastle,A
,Chelsea,Watford,H
,Crystal Palace,Man United,H
,Leicester,Southampton,H
,Liverpool,Wolves,H
,Man City,Aston Villa,H
,Norwich,Tottenham,A
,Crystal Palace,Arsenal,A
,Fulham,Liverpool,D
,Bournemouth,Aston Villa,H
,Leeds,Wolves,H
,Newcastle,Nott'm Forest,H
,Tottenham,Southampton,H
,Everton,Chelsea,A
,Leicester,Brentford,D
,Man United,Brighton,A
,West Ham,Man City,A
,Aston Villa,Everton,H
,Arsenal,Leicester,H
,Brighton,Newcastle,D
,Man City,Bournemouth,H
,Southampton,Leeds,D
,Wolves,Fulham,D
,Brentford,Man United,H
,Nott'm Forest,West Ham,H
,Chelsea,Tottenham,D
,Liverpool,Crystal Palace,D
,Tottenham,Wolves,H
,Crystal Palace,Aston Villa,H
,Everton,Nott'm Forest,D
,Fulham,Brentford,H
,Leicester,Southampton,A
,Bournemouth,Arsenal,A
,Leeds,Chelsea,H
,West Ham,Brighton,A
,Newcastle,Man City,D
,Man United,Liverpool,H
,Southampton,Man United,A
,Brentford,Everton,D
,Brighton,Leeds,H
,Chelsea,Leicester,H
,Liverpool,Bournemouth,H
,Man City,Crystal Palace,H
,Arsenal,Fulham,H
,Aston Villa,West Ham,A
,Wolves,Newcastle,D
,Nott'm Forest,Tottenham,A
,Crystal Palace,Brentford,D
,Fulham,Brighton,H
,Southampton,Chelsea,H
,Leeds,Everton,D
,Arsenal,Aston Villa,H
,Bournemouth,Wolves,D
,Man City,Nott'm Forest,H
,West Ham,Tottenham,D
,Liverpool,Newcastle,H
,Leicester,Man United,A
,Everton,Liverpool,D
,Brentford,Leeds,H
,Chelsea,West Ham,H
,Newcastle,Crystal Palace,D
,Nott'm Forest,Bournemouth,A
,Tottenham,Fulham,H
,Wolves,Southampton,H
,Aston Villa,Man City,D
,Brighton,Leicester,H
,Man United,Arsenal,H
,Aston Villa,Southampton,H
,Nott'm Forest,Fulham,A
,Wolves,Man City,A
,Newcastle,Bournemouth,D
,Tottenham,Leicester,H
,Brentford,Arsenal,A
,Everton,West Ham,H
,Arsenal,Tottenham,H
,Bournemouth,Brentford,D
,Crystal Palace,Chelsea,A
,Fulham,Newcastle,A
,Liverpool,Brighton,D
,Southampton,Everton,A
,West Ham,Wolves,H
,Man City,Man United,H
,Leeds,Aston Villa,D
,Leicester,Nott'm Forest,H
,Bournemouth,Leicester,H
,Chelsea,Wolves,H
,Man City,Southampton,H
,Newcastle,Brentford,H
,Brighton,Tottenham,A
,Crystal Palace,Leeds,H
,West Ham,Fulham,H
,Arsenal,Liverpool,H
,Everton,Man United,A
,Nott'm Forest,Aston Villa,D
,Brentford,Brighton,H
,Leicester,Crystal Palace,D
,Fulham,Bournemouth,D
,Wolves,Nott'm Forest,H
,Tottenham,Everton,H
,Aston Villa,Chelsea,A
,Leeds,Arsenal,A
,Man United,Newcastle,D
,Southampton,West Ham,D
,Liverpool,Man City,H
,Brighton,Nott'm Forest,D
,Crystal Palace,Wolves,H
,Bournemouth,Southampton,A
,Brentford,Chelsea,D
,Liverpool,West Ham,H
,Newcastle,Everton,H
,Man United,Tottenham,H
,Fulham,Aston Villa,H
,Leicester,Leeds,H
,Nott'm Forest,Liverpool,H
,Everton,Crystal Palace,H
,Man City,Brighton,H
,Chelsea,Man United,D
,Aston Villa,Brentford,H
,Leeds,Fulham,A
,Southampton,Arsenal,D
,Wolves,Leicester,A
,Tottenham,Newcastle,A
,West Ham,Bournemouth,H
,Leicester,Man City,A
,Bournemouth,Tottenham,A
,Brentford,Wolves,D
,Brighton,Chelsea,H
,Crystal Palace,Southampton,H
,Newcastle,Aston Villa,H
,Fulham,Everton,D
,Liverpool,Leeds,A
,Arsenal,Nott'm Forest,H
,Man United,West Ham,H
,Leeds,Bournemouth,H
,Man City,Fulham,H
,Nott'm Forest,Brentford,D
,Wolves,Brighton,A
,Everton,Leicester,A
,Chelsea,Arsenal,A
,Aston Villa,Man United,H
,Southampton,Newcastle,A
,West Ham,Crystal Palace,A
,Tottenham,Liverpool,A
,Man City,Brentford,A
,Bournemouth,Everton,H
,Liverpool,Southampton,H
,Nott'm Forest,Crystal Palace,H
,Tottenham,Leeds,H
,West Ham,Leicester,A
,Newcastle,Chelsea,H
,Wolves,Arsenal,A
,Brighton,Aston Villa,A
,Fulham,Man United,A
,Brentford,Tottenham,D
,Crystal Palace,Fulham,A
,Everton,Wolves,A
,Leicester,Newcastle,A
,Southampton,Brighton,A
,Aston Villa,Liverpool,A
,Arsenal,West Ham,H
,Chelsea,Bournemouth,H
,Man United,Nott'm Forest,H
,Leeds,Man City,A
,West Ham,Brentford,A
,Liverpool,Leicester,H
,Wolves,Man United,A
,Bournemouth,Crystal Palace,A
,Fulham,Southampton,H
,Man City,Everton,D
,Newcastle,Leeds,D
,Brighton,Arsenal,A
,Tottenham,Aston Villa,A
,Nott'm Forest,Chelsea,D
,Brentford,Liverpool,H
,Arsenal,Newcastle,D
,Everton,Brighton,A
,Leicester,Fulham,A
,Man United,Bournemouth,H
,Southampton,Nott'm Forest,A
,Leeds,West Ham,D
,Aston Villa,Wolves,D
,Crystal Palace,Tottenham,A
,Chelsea,Man City,A
,Fulham,Chelsea,H
,Aston Villa,Leeds,H
,Man United,Man City,H
,Brighton,Liverpool,H
,Everton,Southampton,A
,Nott'm Forest,Leicester,H
,Wolves,West Ham,H
,Brentford,Bournemouth,H
,Chelsea,Crystal Palace,H
,Newcastle,Fulham,H
,Tottenham,Arsenal,A
,Crystal Palace,Man United,D
,Man City,Tottenham,H
,Liverpool,Chelsea,D
,Bournemouth,Nott'm Forest,D
,Leicester,Brighton,D
,Southampton,Aston Villa,A
,West Ham,Everton,H
,Crystal Palace,Newcastle,D
,Leeds,Brentford,D
,Man City,Wolves,H
,Arsenal,Man United,H
,Fulham,Tottenham,A
,Chelsea,Fulham,D
,Everton,Arsenal,H
,Aston Villa,Leicester,A
,Brentford,Southampton,H
,Brighton,Bournemouth,H
,Man United,Crystal Palace,H
,Wolves,Liverpool,H
,Newcastle,West Ham,D
,Nott'm Forest,Leeds,H
,Tottenham,Man City,H
,Man United,Leeds,D
,West Ham,Chelsea,D
,Arsenal,Brentford,D
,Crystal Palace,Brighton,D
,Fulham,Nott'm Forest,H
,Leicester,Tottenham,H
,Southampton,Wolves,A
,Bournemouth,Newcastle,D
,Leeds,Man United,A
,Man City,Aston Villa,H
,Liverpool,Everton,H
,Arsenal,Man City,A
,Aston Villa,Arsenal,A
,Brentford,Crystal Palace,D
,Brighton,Fulham,A
,Chelsea,Southampton,A
,Everton,Leeds,H
,Nott'm Forest,Man City,D
,Wolves,Bournemouth,A
,Newcastle,Liverpool,A
,Man United,Leicester,H
,Tottenham,West Ham,H
,Fulham,Wolves,D
,Everton,Aston Villa,A
,Leeds,Southampton,H
,Leicester,Arsenal,A
,West Ham,Nott'm Forest,H
,Bournemouth,Man City,A
,Crystal Palace,Liverpool,D
,Tottenham,Chelsea,H
,Arsenal,Everton,H
,Liverpool,Wolves,H
,Man City,Newcastle,H
,Arsenal,Bournemouth,H
,Aston Villa,Crystal Palace,H
,Brighton,West Ham,H
,Chelsea,Leeds,H
,Wolves,Tottenham,H
,Southampton,Leicester,H
,Nott'm Forest,Everton,D
,Liverpool,Man United,H
,Brentford,Fulham,H
,Bournemouth,Liverpool,H
,Everton,Brentford,H
,Leeds,Brighton,D
,Leicester,Chelsea,A
,Tottenham,Nott'm Forest,H
,Crystal Palace,Man City,A
,Fulham,Arsenal,A
,Man United,Southampton,D
,West Ham,Aston Villa,D
,Newcastle,Wolves,H
,Brighton,Crystal Palace,H
,Southampton,Brentford,A
,Nott'm Forest,Newcastle,A
,Aston Villa,Bournemouth,H
,Brentford,Leicester,D
,Southampton,Tottenham,D
,Wolves,Leeds,A
,Chelsea,Everton,D
,Arsenal,Crystal Palace,H
,Man City,Liverpool,H
,Arsenal,Leeds,H
,Bournemouth,Fulham,H
,Brighton,Brentford,D
,Crystal Palace,Leicester,H
,Nott'm Forest,Wolves,D
,Chelsea,Aston Villa,A
,West Ham,Southampton,H
,Newcastle,Man United,H
,Everton,Tottenham,D
,Bournemouth,Brighton,A
,Leeds,Nott'm Forest,H
,Leicester,Aston Villa,A
,Chelsea,Liverpool,D
,Man United,Brentford,H
,West Ham,Newcastle,A
,Man United,Everton,H
,Aston Villa,Nott'm Forest,H
,Brentford,Newcastle,A
,Fulham,West Ham,A
,Leicester,Bournemouth,A
,Tottenham,Brighton,H
,Wolves,Chelsea,H
,Southampton,Man City,A
,Leeds,Crystal Palace,A
,Liverpool,Arsenal,D
,Aston Villa,Newcastle,H
,Chelsea,Brighton,A
,Everton,Fulham,A
,Southampton,Crystal Palace,A
,Tottenham,Bournemouth,A
,Wolves,Brentford,H
,Man City,Leicester,H
,West Ham,Arsenal,D
,Nott'm Forest,Man United,A
,Leeds,Liverpool,A
,Arsenal,Southampton,D
,Fulham,Leeds,H
,Brentford,Aston Villa,D
,Crystal Palace,Everton,D
,Leicester,Wolves,H
,Liverpool,Nott'm Forest,H
,Bournemouth,West Ham,A
,Newcastle,Tottenham,H
,Wolves,Crystal Palace,H
,Aston Villa,Fulham,H
,Leeds,Leicester,D
,Nott'm Forest,Brighton,H
,Chelsea,Brentford,A
,West Ham,Liverpool,A
,Man City,Arsenal,H
,Everton,Newcastle,A
,Southampton,Bournemouth,A
,Tottenham,Man United,D
,Crystal Palace,West Ham,H
,Brentford,Nott'm Forest,H
,Brighton,Wolves,H
,Bournemouth,Leeds,H
,Fulham,Man City,A
,Man United,Aston Villa,H
,Newcastle,Southampton,H
,Liverpool,Tottenham,H
,Leicester,Everton,D
,Arsenal,Chelsea,H
,Liverpool,Fulham,H
,Man City,West Ham,H
,Brighton,Man United,H
,Bournemouth,Chelsea,A
,Man City,Leeds,H
,Tottenham,Crystal Palace,H
,Wolves,Aston Villa,H
,Liverpool,Brentford,H
,Newcastle,Arsenal,A
,West Ham,Man United,H
,Fulham,Leicester,H
,Brighton,Everton,A
,Nott'm Forest,Southampton,H
,Leeds,Newcastle,D
,Aston Villa,Tottenham,H
,Chelsea,Nott'm Forest,D
,Crystal Palace,Bournemouth,H
,Man United,Wolves,H
,Southampton,Fulham,A
,Brentford,West Ham,H
,Everton,Man City,A
,Arsenal,Brighton,A
,Leicester,Liverpool,A
,Newcastle,Brighton,H
,Tottenham,Brentford,A
,Bournemouth,Man United,A
,Fulham,Crystal Palace,D
,Liverpool,Aston Villa,D
,Wolves,Everton,D
,Nott'm Forest,Arsenal,H
,West Ham,Leeds,H
,Brighton,Southampton,H
,Man City,Chelsea,H
,Newcastle,Leicester,D
,Brighton,Man City,D
,Man United,Chelsea,H
,Arsenal,Wolves,H
,Aston Villa,Brighton,H
,Brentford,Man City,H
,Chelsea,Newcastle,D
,Crystal Palace,Nott'm Forest,D
,Everton,Bournemouth,H
,Leeds,Tottenham,A
,Leicester,West Ham,H
,Man United,Fulham,H
,Southampton,Liverpool,D
,Burnley,Man City,A
,Arsenal,Nott'm Forest,H
,Bournemouth,West Ham,D
,Brighton,Luton,H
,Everton,Fulham,A
,Sheffield United,Crystal Palace,A
,Newcastle,Aston Villa,H
,Brentford,Tottenham,D
,Chelsea,Liverpool,D
,Man United,Wolves,H
,Nott'm Forest,Sheffield United,H
,Fulham,Brentford,A
,Liverpool,Bournemouth,H
,Wolves,Brighton,A
,Tottenham,Man United,H
,Man City,Newcastle,H
,Aston Villa,Everton,H
,West Ham,Chelsea,H
,Crystal Palace,Arsenal,A
,Chelsea,Luton,H
,Bournemouth,Tottenham,A
,Arsenal,Fulham,D
,Brentford,Crystal Palace,D
,Everton,Wolves,A
,Man United,Nott'm Forest,H
,Brighton,West Ham,A
,Burnley,Aston Villa,A
,Sheffield United,Man City,A
,Newcastle,Liverpool,A
,Luton,West Ham,A
,Sheffield United,Everton,D
,Brentford,Bournemouth,D
,Burnley,Tottenham,A
,Chelsea,Nott'm Forest,A
,Man City,Fulham,H
,Brighton,Newcastle,H
,Crystal Palace,Wolves,H
,Liverpool,Aston Villa,H
,Arsenal,Man United,H
,Wolves,Liverpool,A
,Aston Villa,Crystal Palace,H
,Fulham,Luton,H
,Man United,Brighton,A
,Tottenham,Sheffield United,H
,West Ham,Man City,A
,Newcastle,Brentford,H
,Bournemouth,Chelsea,D
,Everton,Arsenal,A
,Nott'm Forest,Burnley,D
,Crystal Palace,Fulham,D
,Luton,Wolves,D
,Man City,Nott'm Forest,H
,Brentford,Everton,A
,Burnley,Man United,A
,Arsenal,Tottenham,D
,Brighton,Bournemouth,H
,Chelsea,Aston Villa,A
,Liverpool,West Ham,H
,Sheffield United,Newcastle,A
,Aston Villa,Brighton,H
,Bournemouth,Arsenal,A
,Everton,Luton,A
,Man United,Crystal Palace,A
,Newcastle,Burnley,H
,West Ham,Sheffield United,H
,Wolves,Man City,H
,Tottenham,Liverpool,H
,Nott'm Forest,Brentford,D
,Fulham,Chelsea,A
,Luton,Burnley,A
,Luton,Tottenham,A
,Burnley,Chelsea,A
,Everton,Bournemouth,H
,Fulham,Sheffield United,H
,Man United,Brentford,H
,Crystal Palace,Nott'm Forest,D
,Brighton,Liverpool,D
,West Ham,Newcastle,D
,Wolves,Aston Villa,D
,Arsenal,Man City,H
,Liverpool,Everton,H
,Bournemouth,Wolves,A
,Brentford,Burnley,H
,Man City,Brighton,H
,Newcastle,Crystal Palace,H
,Nott'm Forest,Luton,D
,Chelsea,Arsenal,D
,Sheffield United,Man United,A
,Aston Villa,West Ham,H
,Tottenham,Fulham,H
,Crystal Palace,Tottenham,A
,Chelsea,Brentford,A
,Arsenal,Sheffield United,H
,Bournemouth,Burnley,H
,Wolves,Newcastle,D
,West Ham,Everton,A
,Aston Villa,Luton,H
,Brighton,Fulham,D
,Liverpool,Nott'm Forest,H
,Man United,Man City,A
,Burnley,Man City,A
,Arsenal,Nott'm Forest,H
,Bournemouth,West Ham,D
,Brighton,Luton,H
,Everton,Fulham,A
,Sheffield United,Crystal Palace,A
,Newcastle,Aston Villa,H
,Brentford,Tottenham,D
,Chelsea,Liverpool,D
,Man United,Wolves,H
,Nott'm Forest,Sheffield United,H
,Fulham,Brentford,A
,Liverpool,Bournemouth,H
,Wolves,Brighton,A
,Tottenham,Man United,H
,Man City,Newcastle,H
,Aston Villa,Everton,H
,West Ham,Chelsea,H
,Crystal Palace,Arsenal,A
,Chelsea,Luton,H
,Bournemouth,Tottenham,A
,Arsenal,Fulham,D
,Brentford,Crystal Palace,D
,Everton,Wolves,A
,Man United,Nott'm Forest,H
,Brighton,West Ham,A
,Burnley,Aston Villa,A
,Sheffield United,Man City,A
,Newcastle,Liverpool,A
,Luton,West Ham,A
,Sheffield United,Everton,D
,Brentford,Bournemouth,D
,Burnley,Tottenham,A
,Chelsea,Nott'm Forest,A
,Man City,Fulham,H
,Brighton,Newcastle,H
,Crystal Palace,Wolves,H
,Liverpool,Aston Villa,H
,Arsenal,Man United,H
,Wolves,Liverpool,A
,Aston Villa,Crystal Palace,H
,Fulham,Luton,H
,Man United,Brighton,A
,Tottenham,Sheffield United,H
,West Ham,Man City,A
,Newcastle,Brentford,H
,Bournemouth,Chelsea,D
,Everton,Arsenal,A
,Nott'm Forest,Burnley,D
,Crystal Palace,Fulham,D
,Luton,Wolves,D
,Man City,Nott'm Forest,H
,Brentford,Everton,A
,Burnley,Man United,A
,Arsenal,Tottenham,D
,Brighton,Bournemouth,H
,Chelsea,Aston Villa,A
,Liverpool,West Ham,H
,Sheffield United,Newcastle,A
,Aston Villa,Brighton,H
,Bournemouth,Arsenal,A
,Everton,Luton,A
,Man United,Crystal Palace,A
,Newcastle,Burnley,H
,West Ham,Sheffield United,H
,Wolves,Man City,H
,Tottenham,Liverpool,H
,Nott'm Forest,Brentford,D
,Fulham,Chelsea,A
,Luton,Burnley,A
,Luton,Tottenham,A
,Burnley,Chelsea,A
,Everton,Bournemouth,H
,Fulham,Sheffield United,H
,Man United,Brentford,H
,Crystal Palace,Nott'm Forest,D
,Brighton,Liverpool,D
,West Ham,Newcastle,D
,Wolves,Aston Villa,D
,Arsenal,Man City,H
,Liverpool,Everton,H
,Bournemouth,Wolves,A
,Brentford,Burnley,H
,Man City,Brighton,H
,Newcastle,Crystal Palace,H
,Nott'm Forest,Luton,D
,Chelsea,Arsenal,D
,Sheffield United,Man United,A
,Aston Villa,West Ham,H
,Tottenham,Fulham,H
,Crystal Palace,Tottenham,A
,Chelsea,Brentford,A
,Arsenal,Sheffield United,H
,Bournemouth,Burnley,H
,Wolves,Newcastle,D
,West Ham,Everton,A
,Aston Villa,Luton,H
,Brighton,Fulham,D
,Liverpool,Nott'm Forest,H
,Man United,Man City,A
,Fulham,Man United,A
,Brentford,West Ham,H
,Burnley,Crystal Palace,A
,Everton,Brighton,D
,Man City,Bournemouth,H
,Sheffield United,Wolves,H
,Newcastle,Arsenal,H
,Nott'm Forest,Aston Villa,H
,Luton,Liverpool,D
,Tottenham,Chelsea,A
,Wolves,Tottenham,H
,Arsenal,Burnley,H
,Crystal Palace,Everton,A
,Man United,Luton,H
,Bournemouth,Newcastle,H
,Aston Villa,Fulham,H
,Brighton,Sheffield United,D
,Liverpool,Brentford,H
,West Ham,Nott'm Forest,H
,Chelsea,Man City,D
,Man City,Liverpool,D
,Burnley,West Ham,A
,Luton,Crystal Palace,H
,Newcastle,Chelsea,H
,Nott'm Forest,Brighton,A
,Sheffield United,Bournemouth,A
,Brentford,Arsenal,A
,Tottenham,Aston Villa,A
,Everton,Man United,A
,Fulham,Wolves,H
,Arsenal,Wolves,H
,Brentford,Luton,H
,Burnley,Sheffield United,H
,Nott'm Forest,Everton,A
,Newcastle,Man United,H
,Bournemouth,Aston Villa,D
,Chelsea,Brighton,H
,Liverpool,Fulham,H
,West Ham,Crystal Palace,D
,Man City,Tottenham,D
,Wolves,Burnley,H
,Luton,Arsenal,A
,Brighton,Brentford,H
,Crystal Palace,Bournemouth,A
,Fulham,Nott'm Forest,H
,Sheffield United,Liverpool,A
,Aston Villa,Man City,H
,Man United,Chelsea,H
,Everton,Newcastle,H
,Tottenham,West Ham,A
,Crystal Palace,Liverpool,A
,Brighton,Burnley,D
,Man United,Bournemouth,A
,Sheffield United,Brentford,H
,Wolves,Nott'm Forest,D
,Aston Villa,Arsenal,H
,Everton,Chelsea,H
,Fulham,West Ham,H
,Luton,Man City,A
,Tottenham,Newcastle,H
,Nott'm Forest,Tottenham,A
,Chelsea,Sheffield United,H
,Man City,Crystal Palace,D
,Newcastle,Fulham,H
,Burnley,Everton,A
,Arsenal,Brighton,H
,Brentford,Aston Villa,A
,West Ham,Wolves,H
,Liverpool,Man United,D
,Crystal Palace,Brighton,D
,Aston Villa,Sheffield United,D
,West Ham,Man United,H
,Fulham,Burnley,A
,Luton,Newcastle,H
,Nott'm Forest,Bournemouth,A
,Tottenham,Everton,H
,Liverpool,Arsenal,D
,Wolves,Chelsea,H
,Newcastle,Nott'm Forest,A
,Bournemouth,Fulham,H
,Sheffield United,Luton,A
,Burnley,Liverpool,A
,Man United,Aston Villa,H
,Brentford,Wolves,A
,Chelsea,Crystal Palace,H
,Everton,Man City,A
,Brighton,Tottenham,H
,Arsenal,West Ham,A
,Luton,Chelsea,A
,Aston Villa,Burnley,H
,Crystal Palace,Brentford,H
,Man City,Sheffield United,H
,Wolves,Everton,H
,Nott'm Forest,Man United,H
,Fulham,Arsenal,H
,Tottenham,Bournemouth,H
,Liverpool,Newcastle,H
,West Ham,Brighton,D
,Burnley,Luton,D
,Chelsea,Fulham,H
,Newcastle,Man City,A
,Everton,Aston Villa,D
,Man United,Tottenham,D
,Arsenal,Crystal Palace,H
,Brentford,Nott'm Forest,H
,Sheffield United,West Ham,D
,Bournemouth,Liverpool,A
,Brighton,Wolves,D
,Nott'm Forest,Arsenal,A
,Fulham,Everton,D
,Luton,Brighton,H
,Crystal Palace,Sheffield United,H
,Aston Villa,Newcastle,A
,Man City,Burnley,H
,Tottenham,Brentford,H
,Liverpool,Chelsea,H
,West Ham,Bournemouth,D
,Wolves,Man United,A
,Everton,Tottenham,D
,Brighton,Crystal Palace,H
,Burnley,Fulham,D
,Newcastle,Luton,D
,Sheffield United,Aston Villa,A
,Bournemouth,Nott'm Forest,D
,Chelsea,Wolves,A
,Man United,West Ham,H
,Arsenal,Liverpool,H
,Brentford,Man City,A
,Man City,Everton,H
,Fulham,Bournemouth,H
,Liverpool,Burnley,H
,Luton,Sheffield United,A
,Tottenham,Brighton,H
,Wolves,Brentford,A
,Nott'm Forest,Newcastle,A
,West Ham,Arsenal,A
,Aston Villa,Man United,A
,Crystal Palace,Chelsea,A
,Brentford,Liverpool,A
,Burnley,Arsenal,A
,Fulham,Aston Villa,A
,Newcastle,Bournemouth,D
,Nott'm Forest,West Ham,H
,Tottenham,Wolves,A
,Man City,Chelsea,D
,Sheffield United,Brighton,A
,Luton,Man United,A
,Everton,Crystal Palace,D
,Man City,Brentford,H
,Liverpool,Luton,H
,Aston Villa,Nott'm Forest,H
,Brighton,Everton,D
,Crystal Palace,Burnley,H
,Man United,Fulham,A
,Bournemouth,Man City,A
,Arsenal,Newcastle,H
,Wolves,Sheffield United,H
,West Ham,Brentford,H
,Brentford,Chelsea,D
,Everton,West Ham,A
,Fulham,Brighton,H
,Newcastle,Wolves,H
,Nott'm Forest,Liverpool,A
,Tottenham,Crystal Palace,H
,Luton,Aston Villa,A
,Burnley,Bournemouth,A
,Man City,Man United,H
,Sheffield United,Arsenal,A
,Man United,Everton,H
,Bournemouth,Sheffield United,D
,Crystal Palace,Luton,D
,Wolves,Fulham,H
,Arsenal,Brentford,H
,Aston Villa,Tottenham,A
,Brighton,Nott'm Forest,H
,West Ham,Burnley,D
,Liverpool,Man City,D
,Chelsea,Newcastle,H
,Bournemouth,Luton,H
,Burnley,Brentford,H
,Luton,Nott'm Forest,D
,Fulham,Tottenham,H
,West Ham,Aston Villa,D
,Newcastle,West Ham,H
,Bournemouth,Everton,H
,Chelsea,Burnley,D
,Nott'm Forest,Crystal Palace,D
,Sheffield United,Fulham,D
,Tottenham,Luton,H
,Aston Villa,Wolves,H
,Brentford,Man United,D
,Liverpool,Brighton,H
,Man City,Arsenal,D
,Newcastle,Everton,D
,Nott'm Forest,Fulham,H
,Bournemouth,Crystal Palace,H
,Burnley,Wolves,D
,West Ham,Tottenham,D
,Arsenal,Luton,H
,Brentford,Brighton,D
,Man City,Aston Villa,H
,Liverpool,Sheffield United,H
,Chelsea,Man United,H
,Crystal Palace,Man City,A
,Aston Villa,Brentford,D
,Everton,Burnley,H
,Fulham,Newcastle,A
,Luton,Bournemouth,H
,Wolves,West Ham,A
,Brighton,Arsenal,A
,Man United,Liverpool,D
,Sheffield United,Chelsea,D
,Tottenham,Nott'm Forest,H
,Newcastle,Tottenham,H
,Brentford,Sheffield United,H
,Burnley,Brighton,D
,Man City,Luton,H
,Nott'm Forest,Wolves,D
,Bournemouth,Man United,D
,Liverpool,Crystal Palace,A
,West Ham,Fulham,A
,Arsenal,Aston Villa,A
,Chelsea,Everton,H
,Luton,Brentford,A
,Sheffield United,Burnley,A
,Wolves,Arsenal,A
,Everton,Nott'm Forest,H
,Aston Villa,Bournemouth,H
,Crystal Palace,West Ham,H
,Fulham,Liverpool,A
,Arsenal,Chelsea,H
,Wolves,Bournemouth,A
,Crystal Palace,Newcastle,H
,Everton,Liverpool,H
,Man United,Sheffield United,H
,Brighton,Man City,A
,West Ham,Liverpool,D
,Fulham,Crystal Palace,D
,Man United,Burnley,D
,Newcastle,Sheffield United,H
,Wolves,Luton,H
,Everton,Brentford,H
,Aston Villa,Chelsea,D
,Bournemouth,Brighton,H
,Tottenham,Arsenal,A
,Nott'm Forest,Man City,A
,Chelsea,Tottenham,H
,Luton,Everton,D
